Birdwatch,Claim Review
0.393535739,0.2413285524
0.7105461548,0.3096888954
0.6896593563,0.4147119549
0.4824663061,0.3221486718
0.6594705925,0.3558650116
0.3979756581,0.3330514457
0.4637013817,0.6757094488
0.3389013481,0.4504988611
0.4189123507,0.2978193031
0.2782132407,0.5268871214
0.2294411754,0.2507504732
0.3300664224,0.3479879716
0.3392256505,0.4533939732
0.7976251722,0.3503578749
0.2248873175,0.3919259546
0.3232967445,0.3005636614
0.1244976228,0.3479765592
0.4110521067,0.3985224306
0.3436207608,0.5022536099
0.4450402842,0.8121509695
0.3897635249,0.3796080344
0.2441577998,0.5376024948
0.5390796521,0.4235412432
0.6290034059,0.3448886946
0.5316805418,0.3824959735
0.2441577998,0.4440873243
0.3656260799,0.4547427332
0.6187985592,0.8379014014
0.3554067022,0.3714078178
0.4719743964,0.8002214562
0.4219516689,0.3510997585
0.6899382185,0.5702211496
0.8297233375,0.2913847705
0.3123873425,0.8446844196
0.5584097141,0.4542374058
0.8900524359,0.373969762
0.3605173117,0.3461162472
0.6411470416,0.3457296371
0.4872765163,0.5899608603
0.4807477656,0.6694529294
0.3709020633,0.4173150858
0.7926363765,0.3075024423
0.7616175601,0.3048251706
0.4819937137,0.7231799222
0.3697450416,0.2291825421
0.4989812246,0.4001587805
0.5281289188,0.5413619222
0.328017936,0.2303491101
0.2441577998,0.3528539906
0.2709140925,0.4307401468
0.5253745244,0.3528867616
0.4548299488,0.3425988009
0.8097245976,0.6346962451
0.6732753755,0.3361947988
0.7862812447,0.4187774888
0.4229008829,0.42539777
0.7626861019,0.7111128633
0.5456285384,0.3896459664
0.3729002304,0.3513094229
0.4415514542,0.8468369614
0.4280469489,0.3617715254
0.4960563852,0.4595491058
0.2491761241,0.4624225908
0.7667930719,0.9002952648
0.6097319738,0.2703447377
0.4924683381,0.6819907087
0.5152955542,0.612339153
0.4904195805,0.3906660914
0.3741992302,0.3311766471
0.4766931046,0.462827119
0.4038713282,0.3816132258
0.5413452522,0.5219962809
0.2962218279,
0.2441577998,0.3932405341
0.1808644175,0.6467524807
0.6058920049,0.3655607701
0.3429175591,0.5512469032
0.7185066975,0.3622087638
0.3545310622,0.3355329764
0.2985011902,0.3903943976
0.6014088287,0.358998425
0.7161502071,0.3453335252
0.2441577998,0.7541264629
0.551046298,0.8637819221
0.5631481905,0.4361525914
0.3131444548,0.3984660247
0.7146978348,0.3837041719
0.4896132353,0.5356904676
0.5411727636,0.3673966172
0.4345271364,0.3922895462
,0.5055118103
0.4263710482,0.2521229821
0.8493367033,0.5189754909
0.4177176453,0.4363851708
0.8189476379,0.3784172673
0.7263603515,0.324043045
0.527513074,0.8072865857
0.8318845609,0.5159602242
0.719857642,0.3267216162
0.544379136,0.3457511815
0.3177293759,0.5212692925
0.2769760383,0.386702562
0.6930673011,0.4080550574
0.5778693907,0.311967967
0.6012585894,0.7065479947
0.2670777664,0.3073065828
0.2441577998,0.4065252124
0.5476472095,0.4993697089
0.4606817821,0.272868008
0.5500749458,0.3768743916
0.3240756467,0.3213595557
0.5983697515,0.4082237778
0.6786599017,0.2534227499
0.5346253195,0.5275939741
0.4727064436,0.4427840873
0.637122225,0.2585505265
0.3815368277,0.3982671054
0.5606018183,0.395737025
0.5318539365,0.6394624761
0.2441577998,0.8381804226
0.2368145897,0.4696080021
0.6923350792,0.5766564659
0.2441577998,0.3424128044
0.2828466857,0.4070024384
0.5236664876,0.6618259871
0.5376350838,0.9022413535
0.3137750238,0.801232336
0.7212708852,0.3916452084
0.7016045543,0.637763952
0.697351483,0.4319060237
0.4869532235,0.4549912717
0.7403489225,0.3762242465
0.2510708307,0.5302604534
0.3708729922,0.5994087025
0.4533392159,0.4127251488
0.7062978538,0.2996666405
0.2534268389,0.7758271446
0.373131352,0.4592968964
0.7103073687,0.6988735088
0.6948026316,0.8961380491
0.5952025925,0.3103301443
0.1924734366,0.4809677406
0.5210593142,0.5113129865
0.6543705389,0.5644273833
,0.7742649715
0.5091624188,0.599137578
0.5884031833,0.4919975941
0.5537502355,0.417209202
0.7408818281,0.4104633143
0.2200893042,0.7892954876
0.7180578794,0.3093320546
0.580632564,0.5429620635
0.4980630114,0.7909047757
0.520072556,0.5258436552
0.6194125186,0.5871182974
0.7109130773,0.3966013129
0.4493682809,0.6459630957
0.3196575921,0.3801474255
0.7335607243,0.4288807372
0.5286216884,0.3546542888
0.4361178275,0.4073506198
0.6145347303,0.568135618
0.3654584349,0.5447219771
0.64465792,0.3582130029
0.2925217306,0.5056064092
0.5739385915,0.7759639702
0.2441577998,0.4122554935
0.2441577998,0.6862850659
0.2441577998,0.3782137669
0.6117213406,0.8707831647
0.7571808389,0.3710604347
0.5653753314,0.390793976
0.4387872697,0.796952539
0.7734135899,0.3856146046
0.1306183614,0.4876154711
0.337916859,0.387901556
0.3935891747,0.4446802442
0.2457711411,0.4192744258
0.3964078865,0.3871325436
0.7992566958,0.2810618195
0.8051780508,0.4246903853
0.3569160103,0.5293118124
0.7299225941,0.792653496
0.7296037762,0.8149985236
,0.4914821309
0.3263953831,0.821295314
0.5604267993,0.4958579659
0.7945810342,0.3307104625
0.2441577998,0.7201714749
0.7855257332,0.2255026641
0.6396288565,0.4046119583
0.6337010641,0.3415499961
0.0648721797,0.5828591983
0.3480276082,0.4204874338
0.290882688,0.7064298534
0.3896973068,0.4002164129
0.5524538129,0.6594068582
0.3452900062,0.3934554767
0.2441577998,0.3950816463
0.6905400557,0.3811962782
0.428809914,0.3613480678
0.4242684727,0.3986627226
0.5561079873,0.4085705527
0.764747065,0.5427262761
0.3862915404,0.4619111268
0.3791605401,0.4306989012
0.4155809634,0.4065317004
0.2441577998,0.5243047759
0.5142575953,0.4151890383
0.7938915262,0.741548215
0.5716410285,0.4701436152
0.4696290081,0.4727500262
0.4249637011,0.469967723
0.5072127852,0.5064183984
0.623235407,0.4754243122
0.7680644003,0.3079981679
,0.2057071143
0.2441577998,0.6028964746
0.4634842659,0.3745433457
0.1651473153,0.418611445
0.6395265038,0.3692047868
0.2441577998,0.6630154729
0.3478604639,0.2558665658
0.5446818465,0.2294345145
0.6608982918,0.3879897544
0.6245199532,0.3756760687
0.1844243726,0.8115262897
0.3366483748,0.7766687271
0.7576401122,0.6635238523
0.3977361092,0.39876492
0.5606018183,0.408490426
0.2873255502,0.287353052
0.3351928383,0.5504114625
0.8335944828,0.3215726808
0.458760533,0.7613677378
0.7934620122,0.3132032233
0.4108497242,0.288471503
0.4501583378,0.2082737669
0.6685386897,0.4551488299
0.4866350556,0.3335932758
0.6258468243,0.7424305713
0.490566944,0.3147033597
0.4900206959,0.4058541714
0.4580383858,0.3510409221
0.509839311,0.3263514418
0.1565553453,0.4216525631
0.4531729624,0.3499369293
0.2977279534,0.4196510714
0.4006564528,0.4790577184
0.4460401617,0.296583799
0.4593087331,0.4154580688
0.5601975489,0.4418734201
0.7330688807,0.3369176388
0.287841413,0.8369562985
0.7477056923,0.5175727932
0.8205016474,0.2380377884
0.5196512463,0.5828446407
0.3162639428,0.37445245
0.4063133269,0.2769807227
0.394081082,0.8943782042
0.275426578,0.390622548
0.530709611,0.4267702976
0.4119833265,0.7704166399
0.3137672947,0.3788088418
0.6178199388,0.7854815075
0.5992394409,0.3472960713
0.5561548228,0.537815271
0.3333427397,0.4096505295
0.2761935134,0.5858033294
0.7551227766,0.2857125449
0.4025200369,0.4655622925
0.3380187783,0.3746143943
0.2901308448,0.5635760676
0.4464469385,0.4979277463
0.4957860432,0.3698001205
0.4989568144,0.3392669712
0.3833768083,0.2646483685
0.7058482497,0.25267686
0.6466820093,0.6142026213
0.3113377428,0.3211597959
0.4780354714,0.8222485981
0.5653574515,0.3689875715
0.4158230291,0.5887923076
0.315560577,0.4612576507
0.7590080605,0.6539510473
0.5125430522,0.6370501865
0.2972536352,0.3533309817
0.2387062392,0.377222782
0.7289522827,0.3633914534
0.4145376843,0.4003646291
0.5746517865,0.3653695087
0.6453246536,0.7629358173
0.5892715624,0.3943977481
0.3053213756,0.4051743193
0.4231351688,0.3842374929
0.6075799466,0.3115362639
0.517159319,0.3671809392
0.4844592478,0.3139924899
0.5913721709,0.7447050291
0.3052533391,0.3074047055
0.6614530494,0.7503453735
0.5363959044,0.3657318398
0.184698011,0.5224243562
0.2471000441,0.3895464452
0.3443607518,0.5336972121
0.1911959562,0.5048686792
0.2393352191,0.2641900887
0.3438463346,0.5146465111
0.4921727306,0.4697401671
0.4799685186,0.4775040077
0.5255031752,0.502818499
0.5203333845,0.2956641589
0.5674900194,0.2364160992
0.6066922978,0.4157903232
0.6415973349,0.2958571983
0.4993429802,0.5530259954
0.4294807434,0.3670146388
0.7934620122,0.401911346
0.6462978781,0.5245936842
0.2686197127,0.8207152568
0.4107843348,0.3740405145
0.2644793058,0.3609953684
0.3529173123,0.409239333
0.637349678,0.3772547459
0.3736918256,0.5216555312
0.2307895564,0.4504785936
0.2560419086,0.6654939974
0.2714335735,0.5821022604
0.2073769884,0.3815249262
0.2273507036,0.4837245677
,0.3858058415
0.4788978453,0.3726375352
0.3807929921,0.837969867
0.7699376645,0.3928877699
0.5480337903,0.5800094823
0.4445280989,0.5852419137
0.4565663726,0.3948502886
0.2959561997,0.5496973487
0.2993409631,0.3879467764
0.3230842515,0.8171507002
0.6962016752,0.4697412758
0.3259030834,0.3327985003
0.7518360712,0.3941790649
0.7471586348,0.6174156706
0.7736689167,0.387900972
0.4780212041,0.4581000409
0.4360812654,0.3535004371
0.6755713368,0.4155107087
0.3603591274,0.4462549416
0.2897645803,0.4943001803
0.3657420857,0.4821283981
0.3911615079,0.2087739982
0.426187762,0.4404549077
0.5062677196,0.5311260273
0.3197725388,0.4518119359
0.5254726785,0.3178016834
0.3866087254,0.5002065713
0.5964146089,0.5283790854
0.5205699415,0.3381119163
0.6809891737,0.5699122032
0.7098632715,0.3751038747
0.7416597751,0.2413850701
0.4451527529,0.46121369
0.4987142876,0.3295665985
0.4572460331,0.4007516191
0.423568308,0.2907122879
0.3954512181,0.3864053916
0.3645955065,0.7772082862
0.2940723525,0.5154591445
0.5442484887,0.3911690591
0.3454861187,0.6938706031
0.5066622009,0.3677376425
0.4117736138,0.2905961338
0.4352889647,0.3999698855
0.5174574465,0.2859236818
0.6514910421,0.4210877087
0.505491023,0.3463344692
0.559674241,0.4550472715
0.6221993228,0.3134490296
0.3519290726,0.6479449103
0.4026858229,0.4523202585
0.7998726165,0.4156334998
0.578909027,0.4155907498
0.3112172479,0.4976679291
0.5111502918,0.3162539914
0.2578714553,0.258696265
0.311023257,0.8711994163
0.6887045433,0.2563283591
0.4131454767,0.5686939317
0.4706024059,0.4430150679
0.7412729226,0.7763868969
0.4555215791,0.4900039153
0.2623876936,0.3483181188
0.5334148,0.5558851948
0.6089114365,0.4794804482
0.2553371022,0.8540070997
0.7463168988,0.8979202114
0.8283056735,0.450042579
0.3795782058,0.4342767061
0.4299153991,0.5618761374
0.5271682189,0.3714787249
0.8125911175,0.8222103903
0.453810792,0.5383059013
0.3563830635,0.4898508472
,0.618242165
0.3842506491,0.3426788288
0.7539538984,0.624331381
0.4532590511,0.4135075097
0.619745508,0.4377976124
0.2507858895,0.3529233271
0.7379325203,0.4181206202
0.6010157971,0.5516856063
0.4775859612,0.3448434695
0.6122963862,0.3521648027
0.4429134028,0.3846305257
0.3124768493,0.2457273051
0.4730311919,0.402670018
0.3794247342,0.7440885427
0.4166410716,0.5098799974
0.2091823434,0.4414958962
0.5206639438,0.488840761
0.4377011921,0.5794353027
0.3018540881,0.2816046695
0.4161770839,0.3852543142
0.3144113829,0.3795014535
0.7368890239,0.3563269356
0.4567967701,0.4565399735
0.3569876185,0.3996144519
0.3562304814,0.7392986235
0.3119970859,0.3918521006
0.4187994762,0.3245127311
0.4055947439,0.5436208652
0.3967159863,0.291551318
0.3862601747,0.7215440254
0.5222836987,0.5369021596
0.4314037292,0.340725464
0.6141111953,0.5000781801
0.2747211964,0.2419255745
0.8438957896,0.3751474367
0.6347968733,0.2774562241
0.8596784526,0.2747195823
0.8296085641,0.4825701086
0.5471656186,0.4085459823
0.8189963749,0.5481982787
0.1631188001,0.323710129
0.6079672845,0.366019215
0.38161326,0.7960344807
0.6631189924,0.4031680778
0.3601151121,0.8721067716
0.3108969916,0.4310879802
0.4591047988,0.4080809857
0.2313311169,0.4639568318
0.5223599254,0.3147873068
0.1710372885,0.403032476
0.43600475,0.3592313714
0.3667593721,0.4372044204
0.4691367077,0.4003921327
0.2934836023,0.405883753
0.4445427942,0.3173311121
0.2917435353,0.2500910767
0.2978574395,0.413078646
0.7625883633,0.4790898723
0.381842685,0.4947944521
0.509983129,0.3778526202
0.5090340856,0.4009895442
0.3597800499,0.5546500681
0.7622937323,0.3582857925
0.3793866171,0.3433333141
0.5480599402,0.2809835797
0.3662139488,0.7254454939
0.4664198386,0.3258322366
0.4805161555,0.6969038721
0.4791258526,0.1651138292
0.7148922702,0.373300735
0.6629610182,0.328781049
0.3901702054,0.3237784936
,0.6602511581
0.5519355887,0.7323218779
0.3237417991,0.4693704134
0.3570416288,0.4157322278
0.6960606478,0.286183624
0.3444128438,0.4172730938
0.3288310637,0.46012675
0.4721847512,0.1264195133
0.463531919,0.3427516386
0.552423858,0.4699428735
0.4899483312,0.8315749478
0.2965063125,0.3532958011
0.8720343999,0.3771888581
0.4284826343,0.3155845088
0.4977440528,0.3805995641
0.6162383876,0.2608675393
0.24574776,0.3863933588
0.40487159,0.2525354176
0.353042183,0.8093184573
0.578030307,0.3232166191
0.4458963228,0.3625931698
0.2725413652,0.4612174879
0.4014498522,0.3956274006
0.6325225193,0.365323169
0.4480900331,0.3659801881
0.3392809107,0.4309399699
0.6186197608,0.3679843623
0.4001532984,0.2811339151
0.4304506261,0.4919023911
0.3944440665,0.3384466706
0.5014486533,0.6902648211
0.2432767482,0.8113360921
0.758374959,0.3655783728
0.4357318335,0.4003531056
0.4598627964,0.554441225
0.8172583562,0.2647439785
0.5772350764,0.2657866604
0.5431645642,0.4309841424
0.4192277689,0.2040378605
0.4676213955,0.4440558312
0.452579303,0.3029215601
0.5899478166,0.6036515224
0.3937759019,0.5108361443
0.4204739366,0.8644411712
0.4048257928,0.6103207872
0.2866903453,0.3887730935
0.2604957154,0.376597179
0.344177436,0.4863602354
0.4205967999,0.6907213445
0.3537346587,0.4097174531
0.2968819838,0.8524675745
0.5186359836,0.8736265261
0.5911776223,0.2635069613
0.4154899049,0.3890238278
0.6767507575,0.3287907458
0.7370970488,0.6064750067
0.3802024582,0.2961625408
0.2776544359,0.742688862
0.4519676425,0.322501473
0.4993734015,0.7572517149
0.5975026403,0.2768312265
0.4250127736,0.4092958934
0.4846382367,0.5230738094
0.3299843438,0.2741004044
0.344519952,0.3936141562
0.604291197,0.3215634623
0.5255222941,0.5068122031
0.2815844384,0.4567314727
0.5058484508,0.4197843232
0.6156043339,0.4558634613
0.4285478321,0.3530046161
0.4836984042,0.5444920102
0.3978540408,0.4528705252
0.6858564442,0.2465437592
0.345728686,0.2496488336
0.5725833842,0.4446534099
0.7693248498,0.3762487617
0.497945604,0.3757524374
0.4669265316,0.6098092148
0.275498207,0.7689311727
0.5737484079,0.505487802
0.7004947557,0.2492582858
0.2621607897,0.4516492926
0.3754109955,0.3533098591
0.2939008565,0.5468818977
0.3815632735,0.3397077522
0.601461719,0.3211128062
0.5807100974,0.326854639
0.5311188305,0.3095295362
0.4625439743,0.3813985679
0.3426005513,0.4369701189
0.3689698434,0.7811109173
0.131379106,0.1640359971
0.254684462,0.7453535468
0.6022601974,0.2626049568
0.4065157807,0.6966081323
0.5728674707,0.3071510775
0.3096020113,0.4471226382
0.35550061,0.3714602877
0.6567355722,0.5831577202
0.3744557732,0.4957182343
0.6224147789,0.2350765189
0.5120145326,0.3847618991
0.2716513973,0.5034698785
0.3763233809,0.5008484802
0.4722753545,0.5405445143
0.442991967,0.2811225599
0.5311038569,0.3166970557
0.5744861365,0.3650044212
0.1992718589,0.8291771183
0.7585675387,0.2204382314
0.488695456,0.3610111892
0.4548468556,0.8828788815
0.2839546787,0.3496451796
0.2528508988,0.4903089652
0.281393948,0.3357339357
0.50591606,0.6482476932
0.4653355966,0.6297875245
0.3509097797,0.4613883342
0.5065393956,0.832043913
0.4893050282,0.4233566362
0.4179801165,0.6347599512
0.3537180017,0.4477170376
0.3419551887,0.6122251024
0.3822368145,0.5993677479
0.4121104914,0.2773307644
0.2056287037,0.43388056
0.4464439345,0.2652010435
0.3660972346,0.6296832508
0.4590783762,0.5249744845
0.6263395535,0.7515504739
0.4040345972,0.7726373826
0.3828680211,0.3460320135
0.3338805161,0.3691650373
0.4629440889,0.3900536933
0.2560966864,0.4095806732
0.6716250883,0.8086448815
0.3841662512,0.2897265145
0.4589197387,0.2814766993
0.4831102521,0.4686261733
0.433403845,0.5774688282
0.2700774539,0.3328517707
0.3223994272,0.8042901837
0.552566388,0.2912335598
0.4494638802,0.5755389861
0.6210885231,0.4415253216
0.8138677883,0.828343179
0.5108090364,0.2534390356
0.3854445302,0.3015376678
0.354974017,0.5063187744
0.5163337493,0.7043528152
0.4780792616,0.2703616153
0.5111364078,0.6365671895
0.444425725,0.3709065063
0.4012833757,0.3968188952
0.3947298684,0.1188104643
0.3464557645,0.4193948192
0.5169832087,0.5819886653
0.6657837647,0.7282118964
0.4799704244,0.5223310558
0.5494015863,0.3828190262
0.5579978747,0.4199100403
0.5628366372,0.3842192937
0.4547366672,0.4079102157
0.3468948204,0.8253757645
0.4238501934,0.4247927036
0.4495183782,0.7348620566
0.5432379549,0.4825767989
0.3369931159,0.1973791142
0.3968037513,0.8714514239
0.3723711772,0.7895724348
0.5064410841,0.1549958894
0.5020253526,0.7188801162
0.6640980009,0.3402858157
0.3152782859,0.6308138541
0.4696727542,0.6654553482
0.2900219342,0.4525712357
0.3977361092,0.7784079954
0.6569233708,0.7095059749
0.1004858207,0.4230412299
0.4855392062,0.3446259765
0.5411162574,0.4107930071
0.4568229031,0.365758846
0.4629160318,0.3213536443
0.5156557049,0.4009389162
0.4117630725,0.8704357888
0.6823601571,0.4399562976
0.6132446382,0.268470169
0.6343526016,0.4915043618
0.5521298573,0.366052646
0.5689186446,0.3454238686
0.4411581574,0.3918784145
0.5684355317,0.3527687638
0.3629499015,0.402791822
0.3957761814,0.4605737481
0.3623877595,0.5089236396
0.2982042623,0.7571941034
0.6853398396,0.2619872411
0.3988793199,0.4990435943
0.355044266,0.8474193893
0.61241596,0.3142900163
0.368506152,0.3586361688
0.3495047015,0.3974679189
0.5865622137,0.6626757803
0.3853911182,0.3175415317
0.4361465076,0.5778883329
0.5562360808,0.5027585045
0.5181325005,0.4468276887
0.5337018898,0.4557127533
0.5748539983,0.5071026866
0.1822426447,0.4165847966
0.3892700813,0.3766259045
0.4689169336,0.3964509396
0.3382553956,0.3912386993
0.6575682911,0.459074238
0.561240369,0.5222948926
0.5734065448,0.2377482564
0.5103888462,0.871061836
0.469588056,0.4688421159
0.3788458226,0.7101277477
0.4131454767,0.2873641498
0.4442383046,0.6114492599
0.2749277198,0.8839707757
0.6540330052,0.8101543339
0.5459360587,0.6927996904
0.3610114009,0.4397419867
0.3631613391,0.4025124231
